model	metabolite
lane121s003951_bin.1.p	ca2
lane121s003951_bin.1.p	cl
lane121s003951_bin.1.p	cobalt2
lane121s003951_bin.1.p	gln__L
lane121s003951_bin.1.p	k
lane121s003951_bin.1.p	mg2
lane121s003951_bin.1.p	mn2
lane121s003951_bin.1.p	so4
lane121s003951_bin.1.p	thm
lane121s003951_bin.1.p	zn2
lane121s003952_megahit	ca2
lane121s003952_megahit	cl
lane121s003952_megahit	cobalt2
lane121s003952_megahit	fe2
lane121s003952_megahit	k
lane121s003952_megahit	mg2
lane121s003952_megahit	mn2
lane121s003952_megahit	zn2
lane121s003953_shovill	ca2
lane121s003953_shovill	cl
lane121s003953_shovill	cobalt2
lane121s003953_shovill	cu2
lane121s003953_shovill	k
lane121s003953_shovill	mg2
lane121s003953_shovill	mn2
lane121s003953_shovill	zn2
lane121s003954_shovill	ca2
lane121s003954_shovill	cl
lane121s003954_shovill	cobalt2
lane121s003954_shovill	fe2
lane121s003954_shovill	k
lane121s003954_shovill	mg2
lane121s003954_shovill	mn2
lane121s003954_shovill	o2
lane121s003954_shovill	zn2
lane121s003955_bin.1.s	ca2
lane121s003955_bin.1.s	cl
lane121s003955_bin.1.s	cobalt2
lane121s003955_bin.1.s	gln__L
lane121s003955_bin.1.s	k
lane121s003955_bin.1.s	mg2
lane121s003955_bin.1.s	mn2
lane121s003955_bin.1.s	so4
lane121s003955_bin.1.s	thm
lane121s003955_bin.1.s	zn2
lane121s003958_shovill	ca2
lane121s003958_shovill	cl
lane121s003958_shovill	cobalt2
lane121s003958_shovill	cu2
lane121s003958_shovill	fe2
lane121s003958_shovill	k
lane121s003958_shovill	mg2
lane121s003958_shovill	mn2
lane121s003958_shovill	zn2
lane121s003960_shovill	ca2
lane121s003960_shovill	cl
lane121s003960_shovill	cobalt2
lane121s003960_shovill	cu2
lane121s003960_shovill	fe2
lane121s003960_shovill	k
lane121s003960_shovill	mg2
lane121s003960_shovill	mn2
lane121s003960_shovill	so4
lane121s003960_shovill	zn2
lane121s003962_megahit	ca2
lane121s003962_megahit	cl
lane121s003962_megahit	cobalt2
lane121s003962_megahit	cu2
lane121s003962_megahit	k
lane121s003962_megahit	mg2
lane121s003962_megahit	mn2
lane121s003962_megahit	pydxn
lane121s003962_megahit	zn2
lane121s003963_shovill	ca2
lane121s003963_shovill	cl
lane121s003963_shovill	cobalt2
lane121s003963_shovill	cu2
lane121s003963_shovill	fe2
lane121s003963_shovill	k
lane121s003963_shovill	mg2
lane121s003963_shovill	mn2
lane121s003963_shovill	zn2
lane121s003964_megahit	ca2
lane121s003964_megahit	cl
lane121s003964_megahit	cobalt2
lane121s003964_megahit	cu2
lane121s003964_megahit	fe2
lane121s003964_megahit	k
lane121s003964_megahit	mg2
lane121s003964_megahit	mn2
lane121s003964_megahit	zn2
lane121s003965_shovill	ca2
lane121s003965_shovill	cl
lane121s003965_shovill	cobalt2
lane121s003965_shovill	fe2
lane121s003965_shovill	k
lane121s003965_shovill	mg2
lane121s003965_shovill	mn2
lane121s003965_shovill	zn2
lane121s003968_megahit	ca2
lane121s003968_megahit	cl
lane121s003968_megahit	cobalt2
lane121s003968_megahit	k
lane121s003968_megahit	mg2
lane121s003968_megahit	mn2
lane121s003968_megahit	zn2
lane121s003971_bin.1.s	ca2
lane121s003971_bin.1.s	cl
lane121s003971_bin.1.s	cobalt2
lane121s003971_bin.1.s	k
lane121s003971_bin.1.s	mg2
lane121s003971_bin.1.s	mn2
lane121s003971_bin.1.s	zn2
lane121s003972_bin.2.s	ca2
lane121s003972_bin.2.s	cl
lane121s003972_bin.2.s	cobalt2
lane121s003972_bin.2.s	k
lane121s003972_bin.2.s	mg2
lane121s003972_bin.2.s	mn2
lane121s003972_bin.2.s	zn2
lane121s003972_shovill	ca2
lane121s003972_shovill	cl
lane121s003972_shovill	cobalt2
lane121s003972_shovill	k
lane121s003972_shovill	mg2
lane121s003972_shovill	mn2
lane121s003972_shovill	o2
lane121s003972_shovill	zn2
lane121s003976_shovill	ca2
lane121s003976_shovill	cl
lane121s003976_shovill	cobalt2
lane121s003976_shovill	k
lane121s003976_shovill	mg2
lane121s003976_shovill	mn2
lane121s003976_shovill	zn2
lane121s003977_shovill	ca2
lane121s003977_shovill	cl
lane121s003977_shovill	cobalt2
lane121s003977_shovill	k
lane121s003977_shovill	mg2
lane121s003977_shovill	mn2
lane121s003977_shovill	zn2
lane121s003978_shovill	ca2
lane121s003978_shovill	cl
lane121s003978_shovill	cobalt2
lane121s003978_shovill	fe2
lane121s003978_shovill	k
lane121s003978_shovill	mg2
lane121s003978_shovill	mn2
lane121s003978_shovill	zn2
lane121s003979_bin.1.s	ca2
lane121s003979_bin.1.s	cl
lane121s003979_bin.1.s	cobalt2
lane121s003979_bin.1.s	k
lane121s003979_bin.1.s	mg2
lane121s003979_bin.1.s	mn2
lane121s003979_bin.1.s	zn2
lane121s003980_megahit	ca2
lane121s003980_megahit	cl
lane121s003980_megahit	cobalt2
lane121s003980_megahit	k
lane121s003980_megahit	mg2
lane121s003980_megahit	mn2
lane121s003980_megahit	zn2
lane121s003984_bin.1.p	ca2
lane121s003984_bin.1.p	cl
lane121s003984_bin.1.p	cobalt2
lane121s003984_bin.1.p	k
lane121s003984_bin.1.p	mg2
lane121s003984_bin.1.p	mn2
lane121s003984_bin.1.p	ribflv
lane121s003984_bin.1.p	zn2
lane121s003986_megahit	ca2
lane121s003986_megahit	cl
lane121s003986_megahit	cobalt2
lane121s003986_megahit	k
lane121s003986_megahit	mg2
lane121s003986_megahit	mn2
lane121s003986_megahit	ribflv
lane121s003986_megahit	zn2
lane121s003995_shovill	ca2
lane121s003995_shovill	cl
lane121s003995_shovill	cobalt2
lane121s003995_shovill	k
lane121s003995_shovill	mg2
lane121s003995_shovill	mn2
lane121s003995_shovill	thm
lane121s003995_shovill	thr__L
lane121s003995_shovill	zn2
lane121s003996_shovill	ca2
lane121s003996_shovill	cl
lane121s003996_shovill	cobalt2
lane121s003996_shovill	k
lane121s003996_shovill	mg2
lane121s003996_shovill	mn2
lane121s003996_shovill	o2
lane121s003996_shovill	zn2
lane122s000515_shovill	ca2
lane122s000515_shovill	cl
lane122s000515_shovill	cobalt2
lane122s000515_shovill	fe2
lane122s000515_shovill	k
lane122s000515_shovill	mg2
lane122s000515_shovill	mn2
lane122s000515_shovill	o2
lane122s000515_shovill	zn2
lane122s000516_shovill	ca2
lane122s000516_shovill	cl
lane122s000516_shovill	cobalt2
lane122s000516_shovill	fe2
lane122s000516_shovill	k
lane122s000516_shovill	mg2
lane122s000516_shovill	mn2
lane122s000516_shovill	o2
lane122s000516_shovill	zn2
lane122s000517_bin.1.p	ca2
lane122s000517_bin.1.p	cl
lane122s000517_bin.1.p	cobalt2
lane122s000517_bin.1.p	fe2
lane122s000517_bin.1.p	k
lane122s000517_bin.1.p	mg2
lane122s000517_bin.1.p	mn2
lane122s000517_bin.1.p	o2
lane122s000517_bin.1.p	zn2
lane122s000517_bin.2.s	ca2
lane122s000517_bin.2.s	cl
lane122s000517_bin.2.s	cobalt2
lane122s000517_bin.2.s	cu2
lane122s000517_bin.2.s	k
lane122s000517_bin.2.s	mg2
lane122s000517_bin.2.s	mn2
lane122s000517_bin.2.s	thr__L
lane122s000517_bin.2.s	zn2
lane122s000518_bin.1.p	ca2
lane122s000518_bin.1.p	cl
lane122s000518_bin.1.p	cobalt2
lane122s000518_bin.1.p	gln__L
lane122s000518_bin.1.p	k
lane122s000518_bin.1.p	mg2
lane122s000518_bin.1.p	mn2
lane122s000518_bin.1.p	so4
lane122s000518_bin.1.p	thm
lane122s000518_bin.1.p	zn2
lane122s000519_bin.1.s	ca2
lane122s000519_bin.1.s	cl
lane122s000519_bin.1.s	cobalt2
lane122s000519_bin.1.s	cu2
lane122s000519_bin.1.s	fe2
lane122s000519_bin.1.s	k
lane122s000519_bin.1.s	mg2
lane122s000519_bin.1.s	mn2
lane122s000519_bin.1.s	o2
lane122s000519_bin.1.s	zn2
lane122s000519_bin.2.s	ca2
lane122s000519_bin.2.s	cl
lane122s000519_bin.2.s	cobalt2
lane122s000519_bin.2.s	k
lane122s000519_bin.2.s	mg2
lane122s000519_bin.2.s	mn2
lane122s000519_bin.2.s	o2
lane122s000519_bin.2.s	zn2
lane122s000519_bin.3.s	ca2
lane122s000519_bin.3.s	cl
lane122s000519_bin.3.s	cobalt2
lane122s000519_bin.3.s	cu2
lane122s000519_bin.3.s	k
lane122s000519_bin.3.s	mg2
lane122s000519_bin.3.s	mn2
lane122s000519_bin.3.s	zn2
lane122s000520_bin.1.p	ca2
lane122s000520_bin.1.p	cl
lane122s000520_bin.1.p	cobalt2
lane122s000520_bin.1.p	k
lane122s000520_bin.1.p	mg2
lane122s000520_bin.1.p	mn2
lane122s000520_bin.1.p	zn2
lane122s000521_bin.1.s	ca2
lane122s000521_bin.1.s	cl
lane122s000521_bin.1.s	cobalt2
lane122s000521_bin.1.s	k
lane122s000521_bin.1.s	mg2
lane122s000521_bin.1.s	mn2
lane122s000521_bin.1.s	zn2
lane122s000521_bin.2.p	ca2
lane122s000521_bin.2.p	cl
lane122s000521_bin.2.p	cobalt2
lane122s000521_bin.2.p	k
lane122s000521_bin.2.p	lys__L
lane122s000521_bin.2.p	mg2
lane122s000521_bin.2.p	mn2
lane122s000521_bin.2.p	o2
lane122s000521_bin.2.p	thm
lane122s000521_bin.2.p	zn2
lane122s000522_shovill	ca2
lane122s000522_shovill	cl
lane122s000522_shovill	cobalt2
lane122s000522_shovill	fe2
lane122s000522_shovill	k
lane122s000522_shovill	mg2
lane122s000522_shovill	mn2
lane122s000522_shovill	zn2
lane122s000523_bin.1.p	ca2
lane122s000523_bin.1.p	cl
lane122s000523_bin.1.p	cobalt2
lane122s000523_bin.1.p	k
lane122s000523_bin.1.p	mg2
lane122s000523_bin.1.p	mn2
lane122s000523_bin.1.p	zn2
lane122s000524_shovill	ca2
lane122s000524_shovill	cl
lane122s000524_shovill	cobalt2
lane122s000524_shovill	k
lane122s000524_shovill	mg2
lane122s000524_shovill	mn2
lane122s000524_shovill	o2
lane122s000524_shovill	zn2
lane122s000525_bin.1.p	asn__L
lane122s000525_bin.1.p	ca2
lane122s000525_bin.1.p	cl
lane122s000525_bin.1.p	cobalt2
lane122s000525_bin.1.p	gln__L
lane122s000525_bin.1.p	ile__L
lane122s000525_bin.1.p	k
lane122s000525_bin.1.p	mg2
lane122s000525_bin.1.p	mn2
lane122s000525_bin.1.p	phe__L
lane122s000525_bin.1.p	ribflv
lane122s000525_bin.1.p	so4
lane122s000525_bin.1.p	thm
lane122s000525_bin.1.p	zn2
lane122s000527_megahit	ca2
lane122s000527_megahit	cl
lane122s000527_megahit	cobalt2
lane122s000527_megahit	k
lane122s000527_megahit	mg2
lane122s000527_megahit	mn2
lane122s000527_megahit	ribflv
lane122s000527_megahit	zn2
lane122s000528_shovill	ca2
lane122s000528_shovill	cl
lane122s000528_shovill	cobalt2
lane122s000528_shovill	k
lane122s000528_shovill	mg2
lane122s000528_shovill	mn2
lane122s000528_shovill	o2
lane122s000528_shovill	zn2
lane122s000529_megahit	ca2
lane122s000529_megahit	cl
lane122s000529_megahit	cobalt2
lane122s000529_megahit	cu2
lane122s000529_megahit	k
lane122s000529_megahit	mg2
lane122s000529_megahit	mn2
lane122s000529_megahit	zn2
lane122s000530_shovill	ca2
lane122s000530_shovill	cl
lane122s000530_shovill	cobalt2
lane122s000530_shovill	k
lane122s000530_shovill	mg2
lane122s000530_shovill	mn2
lane122s000530_shovill	o2
lane122s000530_shovill	pi
lane122s000530_shovill	thr__L
lane122s000530_shovill	val__L
lane122s000530_shovill	zn2
lane122s000531_bin.1.o	ca2
lane122s000531_bin.1.o	cl
lane122s000531_bin.1.o	cobalt2
lane122s000531_bin.1.o	k
lane122s000531_bin.1.o	mg2
lane122s000531_bin.1.o	mn2
lane122s000531_bin.1.o	thm
lane122s000531_bin.1.o	zn2
lane122s000532_bin.1.p	ca2
lane122s000532_bin.1.p	cl
lane122s000532_bin.1.p	cobalt2
lane122s000532_bin.1.p	fe2
lane122s000532_bin.1.p	k
lane122s000532_bin.1.p	mg2
lane122s000532_bin.1.p	mn2
lane122s000532_bin.1.p	zn2
lane122s000533_bin.10.p	ca2
lane122s000533_bin.10.p	cl
lane122s000533_bin.10.p	cobalt2
lane122s000533_bin.10.p	k
lane122s000533_bin.10.p	mg2
lane122s000533_bin.10.p	mn2
lane122s000533_bin.10.p	ribflv
lane122s000533_bin.10.p	thm
lane122s000533_bin.10.p	ura
lane122s000533_bin.10.p	zn2
lane122s000535_bin.1.p	ca2
lane122s000535_bin.1.p	cl
lane122s000535_bin.1.p	cobalt2
lane122s000535_bin.1.p	fe2
lane122s000535_bin.1.p	his__L
lane122s000535_bin.1.p	k
lane122s000535_bin.1.p	mg2
lane122s000535_bin.1.p	mn2
lane122s000535_bin.1.p	ribflv
lane122s000535_bin.1.p	thm
lane122s000535_bin.1.p	zn2
lane122s000536_megahit	ca2
lane122s000536_megahit	cl
lane122s000536_megahit	cobalt2
lane122s000536_megahit	k
lane122s000536_megahit	mg2
lane122s000536_megahit	mn2
lane122s000536_megahit	zn2
lane122s000537_shovill	ca2
lane122s000537_shovill	cl
lane122s000537_shovill	cobalt2
lane122s000537_shovill	cu2
lane122s000537_shovill	fe2
lane122s000537_shovill	k
lane122s000537_shovill	mg2
lane122s000537_shovill	mn2
lane122s000537_shovill	zn2
lane122s000538_bin.1.p	ca2
lane122s000538_bin.1.p	cl
lane122s000538_bin.1.p	cobalt2
lane122s000538_bin.1.p	fe2
lane122s000538_bin.1.p	k
lane122s000538_bin.1.p	mg2
lane122s000538_bin.1.p	mn2
lane122s000538_bin.1.p	zn2
lane122s000539_shovill	ca2
lane122s000539_shovill	cl
lane122s000539_shovill	cobalt2
lane122s000539_shovill	cu2
lane122s000539_shovill	fe2
lane122s000539_shovill	k
lane122s000539_shovill	mg2
lane122s000539_shovill	mn2
lane122s000539_shovill	zn2
lane122s000540_bin.1.p	ca2
lane122s000540_bin.1.p	cl
lane122s000540_bin.1.p	cobalt2
lane122s000540_bin.1.p	cu2
lane122s000540_bin.1.p	k
lane122s000540_bin.1.p	mg2
lane122s000540_bin.1.p	mn2
lane122s000540_bin.1.p	zn2
lane122s000540_bin.2.p	ca2
lane122s000540_bin.2.p	cl
lane122s000540_bin.2.p	cobalt2
lane122s000540_bin.2.p	k
lane122s000540_bin.2.p	mg2
lane122s000540_bin.2.p	mn2
lane122s000540_bin.2.p	o2
lane122s000540_bin.2.p	zn2
lane122s000541_shovill	ca2
lane122s000541_shovill	cl
lane122s000541_shovill	cobalt2
lane122s000541_shovill	k
lane122s000541_shovill	mg2
lane122s000541_shovill	mn2
lane122s000541_shovill	zn2
lane122s000542_bin.1.s	ca2
lane122s000542_bin.1.s	cl
lane122s000542_bin.1.s	cobalt2
lane122s000542_bin.1.s	csn
lane122s000542_bin.1.s	k
lane122s000542_bin.1.s	mg2
lane122s000542_bin.1.s	mn2
lane122s000542_bin.1.s	ribflv
lane122s000542_bin.1.s	so4
lane122s000542_bin.1.s	thm
lane122s000542_bin.1.s	zn2
lane122s000543_bin.1.p	ca2
lane122s000543_bin.1.p	cl
lane122s000543_bin.1.p	cobalt2
lane122s000543_bin.1.p	k
lane122s000543_bin.1.p	mg2
lane122s000543_bin.1.p	mn2
lane122s000543_bin.1.p	o2
lane122s000543_bin.1.p	thm
lane122s000543_bin.1.p	zn2
lane122s000544_bin.1.s	ca2
lane122s000544_bin.1.s	cl
lane122s000544_bin.1.s	cobalt2
lane122s000544_bin.1.s	k
lane122s000544_bin.1.s	mg2
lane122s000544_bin.1.s	mn2
lane122s000544_bin.1.s	zn2
lane122s000545_shovill	ca2
lane122s000545_shovill	cl
lane122s000545_shovill	cobalt2
lane122s000545_shovill	k
lane122s000545_shovill	mg2
lane122s000545_shovill	mn2
lane122s000545_shovill	o2
lane122s000545_shovill	zn2
lane122s000720_shovill	ca2
lane122s000720_shovill	cl
lane122s000720_shovill	cobalt2
lane122s000720_shovill	k
lane122s000720_shovill	mg2
lane122s000720_shovill	mn2
lane122s000720_shovill	o2
lane122s000720_shovill	zn2
lane122s000721_shovill	ca2
lane122s000721_shovill	cl
lane122s000721_shovill	cobalt2
lane122s000721_shovill	k
lane122s000721_shovill	mg2
lane122s000721_shovill	mn2
lane122s000721_shovill	o2
lane122s000721_shovill	zn2
lane821s003035_bin.1.p	ca2
lane821s003035_bin.1.p	cl
lane821s003035_bin.1.p	cobalt2
lane821s003035_bin.1.p	k
lane821s003035_bin.1.p	mg2
lane821s003035_bin.1.p	mn2
lane821s003035_bin.1.p	zn2
lane821s003036_shovill	ca2
lane821s003036_shovill	cl
lane821s003036_shovill	cobalt2
lane821s003036_shovill	gln__L
lane821s003036_shovill	k
lane821s003036_shovill	mg2
lane821s003036_shovill	mn2
lane821s003036_shovill	so4
lane821s003036_shovill	thm
lane821s003036_shovill	zn2
lane821s003038_bin.1.o	ca2
lane821s003038_bin.1.o	cl
lane821s003038_bin.1.o	cobalt2
lane821s003038_bin.1.o	cu2
lane821s003038_bin.1.o	k
lane821s003038_bin.1.o	mg2
lane821s003038_bin.1.o	mn2
lane821s003038_bin.1.o	zn2
lane821s003040_bin.1.o	ca2
lane821s003040_bin.1.o	cl
lane821s003040_bin.1.o	cobalt2
lane821s003040_bin.1.o	cu2
lane821s003040_bin.1.o	fe2
lane821s003040_bin.1.o	k
lane821s003040_bin.1.o	mg2
lane821s003040_bin.1.o	mn2
lane821s003040_bin.1.o	zn2
lane821s003041_shovill	ca2
lane821s003041_shovill	cl
lane821s003041_shovill	cobalt2
lane821s003041_shovill	cu2
lane821s003041_shovill	k
lane821s003041_shovill	mg2
lane821s003041_shovill	mn2
lane821s003041_shovill	zn2
lane821s003043_bin.1.s	ca2
lane821s003043_bin.1.s	cl
lane821s003043_bin.1.s	cobalt2
lane821s003043_bin.1.s	k
lane821s003043_bin.1.s	mg2
lane821s003043_bin.1.s	mn2
lane821s003043_bin.1.s	phe__L
lane821s003043_bin.1.s	ribflv
lane821s003043_bin.1.s	so4
lane821s003043_bin.1.s	trp__L
lane821s003043_bin.1.s	val__L
lane821s003043_bin.1.s	zn2
lane821s003044_shovill	ca2
lane821s003044_shovill	cl
lane821s003044_shovill	cobalt2
lane821s003044_shovill	k
lane821s003044_shovill	mg2
lane821s003044_shovill	mn2
lane821s003044_shovill	zn2
lane821s003037_bin.1.p	k
lane821s003042_shovill	k